chr_element	average_coord
Chr	750090.5
pNRC200	146575
unmapped	NA
Chr	544459
pNRC100	61020.5
Chr	400440.5
Chr	1895293
Chr	1211137
Chr	373917
Chr	847110.5
Chr	1247447.5
Chr	139740.5
Chr	1132247.5
Chr	1334535
Chr	1168967.5
Chr	1014930.5
Chr	459570.5
Chr	811277
Chr	466770.5
Chr	1053797.5
Chr	467700.5
Chr	28890.5
Chr	812520.5
Chr	1554919
Chr	442470.5
Chr	1307807.5
Chr	1579307.5
Chr	129510.5
Chr	1461047.5
pNRC100	96449
Chr	667999
pNRC200	332130.5
Chr	1297157.5
Chr	27240.5
Chr	938509
Chr	152640.5
Chr	676140.5
Chr	2008007.5
Chr	237330.5
Chr	110507
Chr	540570.5
pNRC100	2550.5
pNRC200	235350.5
Chr	880740.5
Chr	2010317.5
Chr	130680.5
Chr	703641
Chr	267720.5
Chr	1196837.5
pNRC200	100290.5
pNRC200	319140.5
Chr	446337
Chr	1593017.5
Chr	493410.5
pNRC200	269190.5
Chr	1609367.5
Chr	1684817.5
Chr	1594187.5
Chr	1223207
pNRC100	165840.5
Chr	1250747.5
Chr	762713
Chr	1545287.5
Chr	660540.5
pNRC200	97350.5
Chr	14515
Chr	1922841
pNRC100	14790.5
Chr	93030.5
Chr	1755017.5
Chr	525270.5
pNRC200	321060.5
Chr	1549337.5
Chr	1018980.5
Chr	1002840.5
Chr	1796537.5
pNRC100	50583
Chr	1252817.5
Chr	824625
Chr	1621667.5
Chr	173129
Chr	449760.5
pNRC200	271950.5
Chr	434160.5
Chr	1556657.5
Chr	1293437.5
pNRC100	166350.5
pNRC200	259440.5
Chr	1030260.5
Chr	1873283
Chr	1534757.5
Chr	1125167.5
Chr	225960.5
Chr	1691807
pNRC100	164100.5
Chr	749070.5
Chr	1510517.5
Chr	1134197.5
Chr	97830.5
Chr	1958909
Chr	346740.5
Chr	1861937.5
Chr	532380.5
Chr	922470.5
Chr	987150.5
Chr	1518617.5
Chr	1924577.5
Chr	144810.5
Chr	1722137.5
Chr	586170.5
Chr	1819247.5
pNRC200	160020.5
Chr	890790.5
pNRC200	67200.5
Chr	299550.5
Chr	1963097.5
Chr	1797881
Chr	589140.5
Chr	1169957
NA	NA
Chr	1923617.5
pNRC200	78750.5
Chr	187920.5
Chr	182610.5
Chr	1259777.5
pNRC200	152700.5
Chr	475260.5
Chr	1606323
Chr	1608977.5
Chr	1502507.5
Chr	899370.5
Chr	1508237.5
Chr	173730.5
Chr	1298417.5
Chr	30870.5
Chr	1713767.5
Chr	194997
Chr	1975817.5
Chr	268050.5
Chr	1178619
Chr	316350.5
pNRC200	206550.5
Chr	208320.5
Chr	1247489
pNRC200	185909
pNRC200	365040.5
Chr	323400.5
Chr	1754997
Chr	867930.5
Chr	252690.5
Chr	370050.5
Chr	383857
Chr	829737
pNRC200	172350.5
Chr	300060.5
Chr	626850.5
pNRC200	300000.5
pNRC200	38370.5
Chr	1249937.5
Chr	1331777.5
Chr	144660.5
pNRC200	4710.5
Chr	55740.5
Chr	784470.5
Chr	1667957.5
Chr	838890.5
Chr	770490.5
Chr	1248347.5
Chr	99289
Chr	1931645
Chr	174600.5
Chr	289620.5
Chr	1817087.5
Chr	306960.5
NA	NA
Chr	1271687.5
Chr	1340087.5
Chr	736470.5
Chr	1580387.5
Chr	1267877.5
Chr	1575225
Chr	713490.5
pNRC100	39960.5
Chr	273540.5
Chr	1771469
Chr	1628957.5
Chr	1482197.5
Chr	1239467.5
Chr	1853717.5
Chr	1237517.5
Chr	965250.5
Chr	59460.5
Chr	1247357.5
pNRC200	158645
pNRC200	94860.5
pNRC100	79800.5
Chr	756030.5
pNRC100	66630.5
Chr	1256207.5
Chr	543810.5
pNRC200	354605
Chr	1332797.5
Chr	1947797.5
Chr	814710.5
Chr	804319
pNRC200	18360.5
Chr	144990.5
Chr	1884737.5
Chr	501859
Chr	1958117.5
Chr	312147
Chr	684000.5
pNRC200	86880.5
Chr	1857663
Chr	1826387.5
Chr	457620.5
Chr	1745207.5
Chr	1718447.5
pNRC200	310869
Chr	1841897.5
Chr	1828577.5
Chr	419215
Chr	1751747.5
Chr	1418327.5
Chr	424500.5
Chr	1850137
Chr	1313147.5
pNRC100	158219
pNRC100	42390.5
pNRC200	101370.5
pNRC100	65700.5
Chr	1307747.5
Chr	1398707.5
Chr	1606181
pNRC200	78960.5
Chr	2008877.5
Chr	1110617.5
Chr	1821497.5
Chr	529549
Chr	1952327.5
pNRC200	245760.5
Chr	1309817.5
Chr	1191947.5
Chr	1898447.5
Chr	1538177.5
Chr	419370.5
Chr	1920017.5
Chr	295110.5
pNRC100	63647
pNRC200	357300.5
Chr	1840607.5
pNRC100	30240.5
pNRC200	210049
Chr	350487
Chr	1776767.5
Chr	653580.5
Chr	1970979
pNRC200	301890.5
Chr	1919207.5
Chr	1563857.5
Chr	1205237.5
Chr	126870.5
Chr	952020.5
pNRC200	101580.5
Chr	861270.5
Chr	464850.5
Chr	173010.5
Chr	1990367.5
Chr	612540.5
Chr	13890.5
Chr	939690.5
pNRC100	2871
pNRC100	8430.5
Chr	154680.5
pNRC200	235890.5
pNRC200	152040.5
Chr	1609967.5
Chr	1465937.5
Chr	1027740.5
Chr	1520507.5
pNRC200	120540.5
pNRC200	89820.5
Chr	1905827.5
Chr	1507787.5
Chr	1300247.5
Chr	1594487.5
pNRC100	91500.5
Chr	888667
pNRC200	300120.5
Chr	1193897.5
Chr	355650.5
Chr	925445
Chr	1613207.5
Chr	1913477.5
Chr	1840667.5
pNRC100	172920.5
Chr	245070.5
pNRC200	51210.5
Chr	168690.5
Chr	1064567.5
Chr	994920.5
Chr	1591847.5
Chr	719250.5
Chr	338250.5
Chr	1373177.5
Chr	1296077.5
pNRC200	76350.5
Chr	566970.5
Chr	511200.5
pNRC200	137130.5
Chr	1976117.5
Chr	1114247.5
Chr	1607837.5
pNRC200	13140.5
pNRC100	72180.5
pNRC200	83880.5
Chr	1696547.5
Chr	1347557.5
Chr	734040.5
pNRC200	201240.5
Chr	1003545
Chr	517740.5
pNRC100	94177
pNRC100	70470.5
Chr	481695
Chr	1838177.5
Chr	1564457.5
pNRC200	358830.5
Chr	198973
Chr	550200.5
Chr	1438763
pNRC200	164940.5
pNRC200	210475
Chr	1238387.5
Chr	1496477.5
Chr	1119407.5
Chr	770340.5
Chr	1306547.5
Chr	1321037.5
Chr	41730.5
Chr	1274867.5
Chr	317070.5
pNRC200	48960.5
Chr	352080.5
Chr	767257
Chr	690150.5
pNRC100	67560.5
pNRC200	329850.5
Chr	561783
Chr	1467227.5
Chr	239460.5
Chr	387450.5
Chr	1230527.5
Chr	1021500.5
Chr	1612367.5
Chr	342450.5
Chr	686820.5
Chr	1550375
Chr	448620.5
Chr	1256477.5
Chr	1467797.5
Chr	1734833
Chr	1424387.5
Chr	1580717.5
Chr	1877117.5
Chr	1665347.5
Chr	598680.5
pNRC200	174600.5
Chr	1241537.5
Chr	517860.5
Chr	118500.5
Chr	1859717.5
Chr	558270.5
pNRC200	125970.5
Chr	1769207.5
Chr	1404497.5
Chr	237597
pNRC200	294630.5
Chr	999711
Chr	1911887.5
Chr	464400.5
Chr	640590.5
Chr	1475267.5
Chr	1125797.5
Chr	1313087.5
Chr	355860.5
Chr	1764511
Chr	363150.5
pNRC100	174960.5
Chr	952993
Chr	419925
pNRC200	107160.5
pNRC200	179280.5
Chr	14190.5
pNRC100	122430.5
pNRC200	318963
Chr	983760.5
pNRC200	285780.5
Chr	1970747.5
pNRC200	209940.5
Chr	1691627.5
Chr	583950.5
Chr	1503617.5
pNRC200	162240.5
Chr	1140847
Chr	1237187.5
Chr	1066155
Chr	1491797.5
Chr	139260.5
Chr	612600.5
Chr	835410.5
Chr	1308017.5
Chr	1176205
Chr	460890.5
Chr	1198847.5
Chr	151920.5
pNRC200	199980.5
Chr	118800.5
Chr	11250.5
Chr	418740.5
Chr	1347977.5
Chr	8520.5
Chr	1473127
pNRC200	102930.5
Chr	447570.5
Chr	1485557.5
Chr	742123
Chr	1475357.5
Chr	1643385
Chr	1255037.5
Chr	874350.5
Chr	165060.5
pNRC200	175650.5
Chr	616027
Chr	1602047.5
Chr	807960.5
Chr	1496657.5
Chr	903750.5
Chr	297947
pNRC200	162930.5
Chr	1847777.5
Chr	567870.5
Chr	1514875
Chr	478650.5
pNRC200	213810.5
Chr	1671075
Chr	1815107.5
Chr	317340.5
Chr	1688057.5
pNRC200	37890.5
pNRC100	101370.5
Chr	1851827.5
Chr	1265537.5
pNRC200	163920.5
Chr	794490.5
Chr	1540997.5
Chr	71310.5
Chr	1411007.5
Chr	1659947.5
Chr	158460.5
Chr	972630.5
pNRC100	59910.5
Chr	488670.5
pNRC200	224550.5
pNRC200	289320.5
Chr	1846967.5
Chr	587490.5
Chr	1914737.5
Chr	1517327.5
Chr	355140.5
Chr	1669797
Chr	1660487.5
Chr	501575
Chr	1595247
Chr	1415717.5
pNRC200	202807
Chr	1906967.5
Chr	1313537.5
Chr	1581827.5
Chr	545640.5
Chr	900150.5
Chr	1086767.5
Chr	1989167.5
Chr	1777397.5
Chr	220680.5
Chr	305070.5
Chr	197220.5
Chr	775351
Chr	1359407.5
Chr	1920857.5
pNRC200	196860.5
Chr	1309157.5
Chr	1982447.5
pNRC200	307050.5
pNRC100	127263
Chr	1604237.5
Chr	1377419
Chr	1874703
Chr	1372697.5
Chr	1772321
Chr	1591247.5
Chr	293520.5
Chr	1141841
Chr	1188827.5
Chr	1744547.5
Chr	781830.5
Chr	1949927.5
Chr	159720.5
Chr	92047
pNRC200	227430.5
Chr	1127297.5
Chr	1129847.5
Chr	1379117.5
Chr	49050.5
pNRC200	349020.5
pNRC200	160230.5
Chr	1023630.5
Chr	715350.5
Chr	991380.5
pNRC200	12510.5
pNRC200	64380.5
Chr	784013
Chr	116490.5
pNRC100	3723
pNRC200	101640.5
Chr	594600.5
Chr	757890.5
Chr	1024440.5
Chr	1762547.5
Chr	1878395
Chr	1533477
Chr	1447247.5
Chr	540660.5
Chr	454715
Chr	309690.5
Chr	1313957.5
Chr	1302377.5
Chr	1476227.5
Chr	1245197.5
Chr	415290.5
Chr	95250.5
Chr	1594537
NA	NA
Chr	733920.5
Chr	454290.5
Chr	917610.5
pNRC200	313680.5
pNRC200	106200.5
Chr	145230.5
pNRC200	241590.5
Chr	749910.5
Chr	1422587.5
Chr	331740.5
Chr	1112657.5
Chr	982080.5
Chr	120021
Chr	824057
Chr	1767467.5
Chr	1416043
pNRC100	100470.5
Chr	1997657.5
Chr	1729217.5
Chr	1730927.5
pNRC200	267780.5
Chr	974610.5
Chr	701070.5
Chr	1393127.5
Chr	609990.5
Chr	1845107.5
Chr	314400.5
Chr	1263347.5
Chr	1104107.5
Chr	813150.5
Chr	1219967.5
Chr	1997867.5
pNRC200	20130.5
Chr	1501667.5
Chr	632940.5
Chr	1569403
Chr	1299827.5
Chr	162330.5
Chr	1629917.5
pNRC200	148705
Chr	1378487.5
pNRC200	187560.5
Chr	340263
unmapped	NA
Chr	257520.5
Chr	1775777.5
Chr	278209
Chr	541890.5
pNRC100	23430.5
Chr	241650.5
Chr	1978097.5
Chr	1468637.5
unmapped	NA
Chr	336090.5
Chr	255270.5
Chr	1119647.5
Chr	865650.5
Chr	1523237.5
Chr	515610.5
unmapped	NA
pNRC100	110670.5
Chr	174240.5
pNRC200	266580.5
Chr	312857
pNRC100	103549
Chr	1781327.5
Chr	1546825
Chr	606655
Chr	1425167.5
Chr	1592975
Chr	1271345
Chr	1823447.5
Chr	242670.5
Chr	566040.5
Chr	923760.5
Chr	472350.5
Chr	242340.5
Chr	1271297.5
Chr	1473287.5
Chr	1029531
Chr	1420067.5
pNRC200	296070.5
pNRC200	40500.5
pNRC200	313141
Chr	300810.5
Chr	475740.5
Chr	463380.5
Chr	165240.5
Chr	440520.5
Chr	266850.5
Chr	1499567.5
pNRC200	134850.5
Chr	1621277.5
Chr	136530.5
pNRC200	342270.5
Chr	1332197.5
NA	NA
pNRC100	71031
Chr	334530.5
Chr	1290347.5
Chr	1692587.5
pNRC200	300930.5
Chr	1783547.5
Chr	1177697.5
Chr	1795307.5
pNRC200	347221
pNRC200	239340.5
Chr	1401857.5
Chr	410280.5
Chr	951960.5
Chr	534960.5
Chr	1317167.5
Chr	1889507.5
Chr	711540.5
Chr	1605857.5
Chr	142457
Chr	1172237.5
Chr	1108329
Chr	349380.5
Chr	1788557.5
Chr	1194917.5
Chr	1735097.5
Chr	372180.5
pNRC200	57600.5
pNRC200	309720.5
Chr	1497557.5
Chr	1076777.5
pNRC200	251400.5
Chr	222330.5
Chr	786690.5
Chr	1936577.5
Chr	1766783
pNRC100	24810.5
Chr	291090.5
Chr	1368047
Chr	1890317.5
Chr	229650.5
Chr	1566989
Chr	1143197.5
NA	NA
Chr	1496387.5
Chr	687090.5
Chr	294900.5
Chr	1274147.5
Chr	1928627.5
Chr	153480.5
Chr	363840.5
Chr	1112447.5
Chr	1634777.5
Chr	1887647.5
Chr	1979507.5
Chr	1503107.5
Chr	1674057
Chr	1368857.5
Chr	274020.5
Chr	993930.5
Chr	19059
Chr	437130.5
unmapped	NA
Chr	5100.5
Chr	738150.5
Chr	850860.5
pNRC100	113580.5
Chr	327870.5
Chr	893070.5
Chr	140310.5
Chr	230310.5
Chr	1862177.5
Chr	598890.5
Chr	599730.5
Chr	1742837.5
pNRC200	209765
Chr	1124837.5
Chr	1265949
Chr	569490.5
Chr	136230.5
Chr	1975487.5
pNRC100	53670.5
Chr	184350.5
pNRC100	180600.5
Chr	139050.5
Chr	1960397.5
NA	NA
Chr	1311017.5
Chr	921060.5
pNRC100	187500.5
Chr	950460.5
Chr	101010.5
Chr	768630.5
pNRC100	144445
Chr	863730.5
Chr	558240.5
Chr	1494437.5
Chr	1170017.5
Chr	378270.5
Chr	887790.5
Chr	183480.5
Chr	1039140.5
Chr	1017060.5
Chr	1890497.5
Chr	171930.5
Chr	970080.5
Chr	1729877.5
Chr	1521707.5
Chr	671520.5
Chr	543780.5
Chr	1239977.5
Chr	1499087.5
pNRC100	540.5
Chr	1103217
Chr	387975
Chr	384870.5
Chr	568260.5
Chr	1737857.5
Chr	1204037
pNRC100	110130.5
Chr	1241447.5
Chr	158760.5
Chr	1594395
pNRC200	51480.5
Chr	199399
Chr	1815857.5
unmapped	NA
Chr	1733087.5
Chr	416801
pNRC200	177030.5
Chr	1896257.5
Chr	1018680.5
Chr	2013707.5
Chr	35640.5
Chr	1691523
Chr	224910.5
pNRC200	364440.5
Chr	1888907.5
Chr	271251
Chr	562350.5
pNRC200	258540.5
Chr	949590.5
pNRC100	30510.5
pNRC100	51570.5
Chr	1246211
Chr	1164377.5
Chr	1377917.5
Chr	909960.5
pNRC200	338340.5
Chr	1487327
Chr	1767635
Chr	1830317.5
pNRC100	133500.5
Chr	1426457.5
Chr	126695
Chr	96870.5
Chr	187897
Chr	1808297.5
Chr	39060.5
pNRC200	312450.5
Chr	1205447.5
Chr	94470.5
Chr	1937747.5
Chr	1306637.5
Chr	1492277.5
Chr	456750.5
pNRC200	208560.5
Chr	201240.5
Chr	745260.5
Chr	2001677.5
Chr	172703
NA	NA
Chr	1862237.5
pNRC100	138339
Chr	572310.5
Chr	311011
pNRC200	334740.5
Chr	281880.5
Chr	506119
pNRC100	130080.5
pNRC200	292560.5
Chr	1159397.5
Chr	853080.5
Chr	1367777.5
Chr	931267
unmapped	NA
Chr	1579757.5
Chr	1758227.5
pNRC200	195565
Chr	537690.5
Chr	1660425
pNRC100	20160.5
Chr	1094717.5
Chr	1534847.5
Chr	1591547.5
pNRC200	242430.5
pNRC200	342600.5
Chr	661620.5
Chr	697530.5
pNRC200	54630.5
Chr	1936727.5
pNRC100	161250.5
pNRC100	124849
NA	NA
Chr	586349
pNRC200	158970.5
Chr	859699
Chr	1965677.5
Chr	1453067.5
pNRC200	227760.5
Chr	879930.5
Chr	1914917.5
Chr	927150.5
Chr	340500.5
Chr	90360.5
Chr	782520.5
Chr	1491527.5
Chr	484380.5
Chr	700440.5
pNRC100	30060.5
Chr	350490.5
Chr	1432487.5
pNRC200	295140.5
Chr	1830107.5
Chr	1911765
Chr	90960.5
Chr	1189997.5
Chr	1137917.5
Chr	264150.5
Chr	288720.5
Chr	590730.5
Chr	1012633
Chr	1664837.5
Chr	559511
Chr	1874207.5
Chr	429297
pNRC200	189720.5
pNRC100	72210.5
Chr	189743
Chr	1264037.5
pNRC100	189743
pNRC200	190260.5
Chr	1145687.5
Chr	1556177.5
Chr	1639427.5
Chr	708469
Chr	1855397.5
Chr	637740.5
Chr	451800.5
pNRC100	159720.5
pNRC100	181507
pNRC100	147480.5
Chr	539631
Chr	1191167.5
Chr	1049687.5
Chr	537990.5
unmapped	NA
pNRC200	37200.5
Chr	1048350.5
Chr	1659289
pNRC200	218550.5
Chr	632520.5
Chr	1353107.5
Chr	1595987.5
pNRC200	193920.5
Chr	289980.5
Chr	28857
Chr	848520.5
Chr	796560.5
pNRC200	137040.5
Chr	1970117.5
Chr	1685237.5
Chr	1156547.5
Chr	1741367.5
Chr	500730.5
pNRC200	179010.5
NA	NA
Chr	1721177.5
pNRC200	147360.5
Chr	731490.5
Chr	488937
Chr	1910913
Chr	1103537.5
Chr	429360.5
Chr	1487837.5
Chr	1240097.5
pNRC200	131700.5
Chr	137940.5
Chr	656040.5
Chr	2008067.5
Chr	1862957.5
pNRC200	359730.5
Chr	779340.5
Chr	92615
Chr	1080497
Chr	1901957.5
pNRC100	73320.5
Chr	597510.5
Chr	326347
Chr	366030.5
Chr	112530.5
Chr	261360.5
Chr	1905287.5
pNRC100	189180.5
Chr	1618277.5
pNRC100	167307
Chr	1564717
Chr	1648007.5
Chr	469440.5
Chr	1301297.5
Chr	548550.5
pNRC200	151380.5
Chr	1244933
Chr	1089047.5
pNRC200	136380.5
Chr	1252697.5
Chr	1890167.5
Chr	63221
Chr	963840.5
Chr	1834187.5
Chr	108240.5
Chr	1568297.5
Chr	1388477.5
Chr	509940.5
Chr	1613139
pNRC100	30930.5
Chr	1575677.5
Chr	1482557.5
Chr	1121987.5
Chr	349351
Chr	759480.5
Chr	1305047.5
pNRC100	1735
Chr	535560.5
pNRC100	90180.5
Chr	1574627.5
Chr	988650.5
Chr	1592927.5
pNRC100	105210.5
Chr	1954487.5
Chr	1866197.5
pNRC200	56640.5
Chr	1993487.5
pNRC100	154230.5
Chr	640530.5
Chr	1002551
Chr	728580.5
Chr	947460.5
Chr	1162005
Chr	1034430.5
Chr	1963637.5
Chr	1697629
pNRC100	137913
Chr	421650.5
Chr	1842647.5
Chr	56250.5
Chr	1927097.5
Chr	854490.5
Chr	227160.5
Chr	757560.5
Chr	1664417.5
pNRC100	166710.5
NA	NA
Chr	1978127.5
Chr	1903387
Chr	1326725
Chr	970530.5
Chr	1892057.5
Chr	38070.5
pNRC100	77130.5
Chr	266490.5
Chr	490680.5
pNRC200	109230.5
Chr	364020.5
Chr	361020.5
Chr	1167977.5
Chr	1623767.5
Chr	733603
pNRC200	307461
Chr	1360037.5
Chr	1277537.5
Chr	809640.5
Chr	507840.5
Chr	772200.5
Chr	1476677.5
Chr	1784447.5
Chr	50940.5
Chr	1338287.5
Chr	1061537.5
Chr	870633
pNRC200	287190.5
Chr	1212587.5
Chr	849450.5
Chr	720780.5
Chr	2009567.5
Chr	291150.5
Chr	872010.5
NA	NA
Chr	683880.5
Chr	167610.5
Chr	407760.5
Chr	1201547.5
Chr	1635107.5
Chr	641370.5
Chr	345870.5
Chr	616830.5
pNRC200	15930.5
Chr	1314797.5
Chr	244500.5
Chr	369330.5
pNRC100	142920.5
Chr	1134599
pNRC200	28830.5
pNRC200	154440.5
Chr	982620.5
Chr	646020.5
NA	NA
Chr	604383
pNRC200	96300.5
pNRC200	189330.5
Chr	1438479
Chr	565500.5
Chr	1905497.5
Chr	1468997.5
pNRC100	101100.5
Chr	921270.5
Chr	1000950.5
Chr	1537847.5
Chr	1434227.5
pNRC100	190980.5
Chr	1234097.5
pNRC100	20460.5
Chr	1265837.5
Chr	1212617.5
Chr	137130.5
Chr	1762607.5
Chr	788100.5
Chr	1458047.5
Chr	434220.5
Chr	527130.5
pNRC200	19050.5
Chr	1792817.5
pNRC200	239610.5
Chr	1602915
pNRC200	233880.5
pNRC100	77190.5
pNRC100	55380.5
Chr	1587497.5
pNRC200	186360.5
Chr	1474689
pNRC100	4920.5
Chr	717840.5
Chr	144303
Chr	615090.5
Chr	983910.5
Chr	845340.5
Chr	883110.5
Chr	1111817.5
pNRC200	183750.5
pNRC100	131670.5
Chr	1664207.5
Chr	620160.5
Chr	497490.5
Chr	859320.5
Chr	967860.5
Chr	786750.5
pNRC200	49650.5
Chr	1624607.5
pNRC200	200580.5
pNRC100	61290.5
Chr	1990697.5
Chr	333660.5
pNRC200	354360.5
Chr	230820.5
pNRC200	241140.5
Chr	622860.5
Chr	904020.5
Chr	761435
pNRC200	117870.5
Chr	155310.5
Chr	1905527.5
Chr	1761227.5
Chr	1771937.5
Chr	1020030.5
Chr	20400.5
Chr	333390.5
pNRC100	88639
Chr	1649633
Chr	794580.5
pNRC200	266700.5
pNRC200	85020.5
Chr	759731
Chr	1904949
unmapped	NA
Chr	323610.5
Chr	739230.5
Chr	1868087.5
Chr	1909397.5
Chr	657491
Chr	704850.5
pNRC200	218100.5
pNRC200	56520.5
Chr	1285427.5
Chr	1480369
Chr	365040.5
Chr	535797
Chr	944490.5
Chr	539100.5
pNRC200	266565
pNRC100	183300.5
Chr	1686167.5
Chr	634230.5
Chr	1074077.5
Chr	637895
Chr	207960.5
pNRC200	219510.5
Chr	1506527.5
Chr	1046571
Chr	1373237.5
Chr	1940165
Chr	681570.5
Chr	116045
Chr	719070.5
Chr	1822427.5
pNRC200	156990.5
Chr	416091
Chr	1939067.5
Chr	449730.5
Chr	1372997.5
Chr	930450.5
Chr	653657
Chr	787560.5
Chr	410070.5
pNRC100	26160.5
Chr	1778853
Chr	1337807.5
Chr	1242917.5
Chr	1995827.5
Chr	1322297.5
pNRC200	100590.5
Chr	1400927.5
pNRC100	168570.5
Chr	821940.5
pNRC100	41880.5
pNRC200	262290.5
Chr	1741365
Chr	262021
Chr	1407707.5
Chr	1803557.5
Chr	633210.5
Chr	469020.5
Chr	577650.5
pNRC200	47490.5
pNRC200	254940.5
Chr	328290.5
Chr	559830.5
NA	NA
Chr	1814987.5
Chr	665820.5
Chr	197400.5
Chr	359010.5
pNRC200	188250.5
Chr	1191707.5
Chr	629490.5
Chr	1278737.5
Chr	1968617.5
pNRC100	59813
pNRC100	167310.5
Chr	68730.5
Chr	2006747.5
Chr	1005810.5
Chr	463110.5
Chr	339420.5
pNRC200	346740.5
pNRC200	304200.5
Chr	862170.5
Chr	157320.5
pNRC100	161700.5
Chr	669060.5
pNRC200	260760.5
Chr	1705013
Chr	218880.5
pNRC100	92460.5
pNRC100	87750.5
Chr	468631
Chr	1224407.5
Chr	879510.5
Chr	765090.5
Chr	166171
Chr	308220.5
Chr	866700.5
Chr	625110.5
Chr	729600.5
Chr	596820.5
Chr	1179737.5
Chr	1018881
Chr	673170.5
Chr	892050.5
Chr	288433
Chr	1725047.5
Chr	1300847.5
Chr	775170.5
pNRC200	118920.5
pNRC100	136650.5
NA	NA
Chr	1682867.5
Chr	1708037.5
Chr	1654787.5
Chr	364890.5
pNRC100	60780.5
Chr	223890.5
Chr	1616263
Chr	1946957.5
Chr	546300.5
Chr	470820.5
Chr	1641197.5
Chr	1690667.5
Chr	1917647.5
Chr	1731377.5
Chr	330300.5
pNRC200	50190.5
Chr	440760.5
pNRC200	159060.5
Chr	1880747.5
pNRC200	294750.5
pNRC100	151230.5
Chr	1244507.5
Chr	659220.5
Chr	775777
Chr	1413107.5
Chr	1387217.5
Chr	612090.5
pNRC200	325140.5
Chr	55860.5
Chr	880431
Chr	1229297.5
Chr	1364567.5
Chr	1384235
Chr	834565
Chr	224010.5
Chr	1031803
Chr	1676027.5
Chr	248790.5
pNRC100	50790.5
Chr	1694505
Chr	1528097.5
Chr	1011270.5
pNRC200	73500.5
Chr	832380.5
pNRC100	147690.5
Chr	299367
Chr	102840.5
pNRC100	123150.5
Chr	1510427.5
Chr	1650737.5
Chr	1798637.5
Chr	991080.5
Chr	1948847.5
Chr	956010.5
Chr	429120.5
pNRC100	103590.5
Chr	607830.5
pNRC100	58535
Chr	1068647.5
Chr	307710.5
Chr	1442747.5
Chr	856650.5
Chr	466200.5
Chr	1111595
Chr	414900.5
Chr	1471337.5
Chr	890160.5
pNRC200	39300.5
Chr	619110.5
Chr	1561577.5
Chr	1464857.5
Chr	1538237.5
Chr	1266797.5
Chr	1106357.5
pNRC200	260490.5
Chr	838080.5
Chr	506790.5
Chr	1895717.5
Chr	1651817.5
Chr	768270.5
Chr	1747097.5
Chr	693417
Chr	1760961
Chr	238290.5
Chr	1272767.5
Chr	1545831
Chr	552780.5
Chr	563820.5
Chr	361563
Chr	1925387.5
Chr	1465667.5
Chr	311250.5
pNRC100	6630.5
pNRC200	121650.5
Chr	1195037.5
Chr	1751477.5
Chr	437700.5
Chr	84600.5
Chr	1170407.5
Chr	325560.5
Chr	443130.5
Chr	1605197.5
pNRC200	318420.5
Chr	1701167.5
Chr	1062037
pNRC100	82740.5
Chr	177270.5
Chr	250440.5
Chr	647551
pNRC200	242567
pNRC200	130245
Chr	1460063
Chr	918690.5
Chr	1208417.5
pNRC200	197070.5
Chr	1296621
pNRC100	169579
Chr	1414339
Chr	1740137.5
Chr	840870.5
pNRC200	29310.5
pNRC100	110730.5
pNRC200	345375
unmapped	NA
Chr	950437
Chr	1881467.5
Chr	1144337.5
unmapped	NA
NA	NA
pNRC200	191130.5
Chr	1368331
Chr	473550.5
pNRC100	129393
Chr	471510.5
pNRC100	29141
Chr	1984577.5
Chr	855750.5
Chr	1603757.5
Chr	1286777.5
pNRC200	286800.5
pNRC200	328619
Chr	1431677.5
Chr	709440.5
Chr	1662857.5
Chr	87120.5
Chr	359370.5
Chr	1294491
Chr	1197047.5
Chr	831480.5
Chr	536700.5
Chr	1341493
pNRC100	177420.5
pNRC200	96840.5
Chr	1404077.5
Chr	134550.5
Chr	746190.5
pNRC200	90930.5
Chr	1219397.5
Chr	1785407.5
Chr	476730.5
Chr	960377
Chr	1624367.5
unmapped	NA
Chr	1873567
Chr	814827
pNRC100	185010.5
Chr	509670.5
Chr	1738997.5
Chr	1649237.5
Chr	1335467.5
Chr	1676613
Chr	117749
Chr	1395137.5
Chr	981690.5
Chr	1975127.5
Chr	848250.5
Chr	186570.5
Chr	806220.5
Chr	1509167.5
Chr	89430.5
Chr	1932497.5
Chr	200880.5
Chr	1693667.5
Chr	1887341
Chr	1934867.5
Chr	452550.5
Chr	1705337.5
Chr	1635587.5
Chr	1478057.5
Chr	1488107.5
Chr	1175447.5
Chr	1613147.5
pNRC200	61800.5
Chr	480480.5
Chr	1744517.5
Chr	1570247.5
Chr	1952957.5
Chr	1892147.5
Chr	1615695
Chr	535860.5
pNRC200	140670.5
Chr	746940.5
Chr	1550237.5
Chr	926430.5
Chr	1932227.5
Chr	1042879
pNRC200	222600.5
Chr	1287391
Chr	1144277.5
Chr	924877
Chr	1026720.5
Chr	1440167.5
pNRC100	42030.5
pNRC200	345240.5
Chr	1072397.5
pNRC200	118885
Chr	1320107.5
Chr	362040.5
Chr	1381037.5
Chr	1906937
Chr	246401
Chr	1125977.5
pNRC100	69660.5
Chr	1480277.5
Chr	629820.5
Chr	1452407.5
pNRC200	192360.5
Chr	1248767.5
pNRC100	121441
pNRC100	22230.5
Chr	1010880.5
Chr	1120787.5
NA	NA
Chr	1725737.5
Chr	385290.5
Chr	441651
pNRC200	318090.5
Chr	113347
Chr	1367479
pNRC200	198780.5
Chr	877320.5
Chr	1854197.5
